instant,tanggal,musim,tahun,bulan,jam,hari_libur,seminggu,kondisi_cuaca,suhu,atemp,kelembaban,kecepatan_angin,casual,registered,total_penyewa,kategori_hari,kategori_kelembaban
194,2011-01-09,Semi,2011,Jan,8,0,Minggu,Cerah,0.1,0.0909,49.0,0.2836,0,10,10,Weekend,Ideal
195,2011-01-09,Semi,2011,Jan,9,0,Minggu,Cerah,0.12,0.0758,46.0,0.5224,0,19,19,Weekend,Ideal
196,2011-01-09,Semi,2011,Jan,10,0,Minggu,Cerah,0.14,0.1061,43.0,0.3881,0,49,49,Weekend,Terlalu kering
197,2011-01-09,Semi,2011,Jan,11,0,Minggu,Cerah,0.16,0.1212,40.0,0.5224,2,47,49,Weekend,Terlalu kering
198,2011-01-09,Semi,2011,Jan,12,0,Minggu,Cerah,0.18,0.1364,37.0,0.4478,4,79,83,Weekend,Terlalu kering
199,2011-01-09,Semi,2011,Jan,13,0,Minggu,Cerah,0.2,0.1667,34.0,0.4478,6,69,75,Weekend,Terlalu kering
200,2011-01-09,Semi,2011,Jan,14,0,Minggu,Cerah,0.22,0.1818,32.0,0.4627,8,64,72,Weekend,Terlalu kering
201,2011-01-09,Semi,2011,Jan,15,0,Minggu,Cerah,0.22,0.197,35.0,0.3582,5,77,82,Weekend,Terlalu kering
202,2011-01-09,Semi,2011,Jan,16,0,Minggu,Cerah,0.2,0.1667,34.0,0.4478,13,79,92,Weekend,Terlalu kering
203,2011-01-09,Semi,2011,Jan,17,0,Minggu,Cerah,0.18,0.1515,37.0,0.3881,3,59,62,Weekend,Terlalu kering
204,2011-01-09,Semi,2011,Jan,18,0,Minggu,Cerah,0.16,0.1364,40.0,0.3284,4,44,48,Weekend,Terlalu kering
205,2011-01-09,Semi,2011,Jan,19,0,Minggu,Cerah,0.16,0.1364,43.0,0.3284,1,40,41,Weekend,Terlalu kering
206,2011-01-09,Semi,2011,Jan,20,0,Minggu,Cerah,0.14,0.1212,46.0,0.2537,0,38,38,Weekend,Ideal
207,2011-01-09,Semi,2011,Jan,21,0,Minggu,Cerah,0.14,0.1061,46.0,0.4179,1,19,20,Weekend,Ideal
208,2011-01-09,Semi,2011,Jan,22,0,Minggu,Cerah,0.14,0.1212,46.0,0.2985,5,10,15,Weekend,Ideal
209,2011-01-09,Semi,2011,Jan,23,0,Minggu,Cerah,0.12,0.1364,50.0,0.194,0,6,6,Weekend,Ideal
210,2011-01-10,Semi,2011,Jan,0,0,Senin,Cerah,0.12,0.1212,50.0,0.2836,2,3,5,Weekdays,Ideal
211,2011-01-10,Semi,2011,Jan,1,0,Senin,Cerah,0.12,0.1212,50.0,0.2836,1,0,1,Weekdays,Ideal
212,2011-01-10,Semi,2011,Jan,2,0,Senin,Cerah,0.12,0.1212,50.0,0.2239,0,3,3,Weekdays,Ideal
213,2011-01-10,Semi,2011,Jan,3,0,Senin,Cerah,0.12,0.1212,50.0,0.2239,0,1,1,Weekdays,Ideal
214,2011-01-10,Semi,2011,Jan,4,0,Senin,Cerah,0.1,0.1212,54.0,0.1343,1,2,3,Weekdays,Ideal
215,2011-01-10,Semi,2011,Jan,5,0,Senin,Cerah,0.1,0.1061,54.0,0.2537,0,3,3,Weekdays,Ideal
216,2011-01-10,Semi,2011,Jan,6,0,Senin,Cerah,0.12,0.1212,50.0,0.2836,0,31,31,Weekdays,Ideal
217,2011-01-10,Semi,2011,Jan,7,0,Senin,Cerah,0.12,0.1212,50.0,0.2239,2,75,77,Weekdays,Ideal
218,2011-01-10,Semi,2011,Jan,8,0,Senin,Berawan,0.12,0.1212,50.0,0.2836,4,184,188,Weekdays,Ideal
219,2011-01-10,Semi,2011,Jan,9,0,Senin,Berawan,0.14,0.1212,50.0,0.2537,2,92,94,Weekdays,Ideal
220,2011-01-10,Semi,2011,Jan,10,0,Senin,Berawan,0.14,0.1212,50.0,0.2985,0,31,31,Weekdays,Ideal
221,2011-01-10,Semi,2011,Jan,11,0,Senin,Berawan,0.16,0.1364,47.0,0.2836,2,28,30,Weekdays,Ideal
222,2011-01-10,Semi,2011,Jan,12,0,Senin,Berawan,0.2,0.1818,40.0,0.2836,5,47,52,Weekdays,Terlalu kering
223,2011-01-10,Semi,2011,Jan,13,0,Senin,Berawan,0.2,0.1818,40.0,0.2836,4,50,54,Weekdays,Terlalu kering
224,2011-01-10,Semi,2011,Jan,14,0,Senin,Berawan,0.2,0.197,40.0,0.2239,0,47,47,Weekdays,Terlalu kering
225,2011-01-10,Semi,2011,Jan,15,0,Senin,Berawan,0.2,0.197,40.0,0.2239,2,43,45,Weekdays,Terlalu kering
226,2011-01-10,Semi,2011,Jan,16,0,Senin,Cerah,0.2,0.2121,40.0,0.1343,4,70,74,Weekdays,Terlalu kering
227,2011-01-10,Semi,2011,Jan,17,0,Senin,Cerah,0.2,0.2273,40.0,0.1045,4,174,178,Weekdays,Terlalu kering
228,2011-01-10,Semi,2011,Jan,18,0,Senin,Cerah,0.2,0.197,40.0,0.2239,1,154,155,Weekdays,Terlalu kering
229,2011-01-10,Semi,2011,Jan,19,0,Senin,Cerah,0.16,0.1667,47.0,0.1642,3,92,95,Weekdays,Ideal
230,2011-01-10,Semi,2011,Jan,20,0,Senin,Cerah,0.16,0.1667,50.0,0.1642,1,73,74,Weekdays,Ideal
231,2011-01-10,Semi,2011,Jan,21,0,Senin,Cerah,0.14,0.1364,59.0,0.194,1,37,38,Weekdays,Ideal
232,2011-01-10,Semi,2011,Jan,22,0,Senin,Cerah,0.14,0.1515,59.0,0.1642,2,22,24,Weekdays,Ideal
233,2011-01-10,Semi,2011,Jan,23,0,Senin,Cerah,0.14,0.1515,59.0,0.1642,0,18,18,Weekdays,Ideal
234,2011-01-11,Semi,2011,Jan,0,0,Selasa,Cerah,0.14,0.1667,59.0,0.1045,2,10,12,Weekdays,Ideal
235,2011-01-11,Semi,2011,Jan,1,0,Selasa,Cerah,0.14,0.1515,59.0,0.1642,0,3,3,Weekdays,Ideal
236,2011-01-11,Semi,2011,Jan,2,0,Selasa,Berawan,0.16,0.1515,55.00000000000001,0.194,0,3,3,Weekdays,Ideal
237,2011-01-11,Semi,2011,Jan,5,0,Selasa,Berawan,0.16,0.1818,55.00000000000001,0.1343,0,6,6,Weekdays,Ideal
238,2011-01-11,Semi,2011,Jan,6,0,Selasa,Berawan,0.16,0.1818,55.00000000000001,0.1343,0,27,27,Weekdays,Ideal
239,2011-01-11,Semi,2011,Jan,7,0,Selasa,Berawan,0.16,0.2273,55.00000000000001,0.0,2,97,99,Weekdays,Ideal
240,2011-01-11,Semi,2011,Jan,8,0,Selasa,Berawan,0.18,0.2121,51.0,0.0896,3,214,217,Weekdays,Ideal
241,2011-01-11,Semi,2011,Jan,9,0,Selasa,Berawan,0.18,0.197,51.0,0.1642,3,127,130,Weekdays,Ideal
242,2011-01-11,Semi,2011,Jan,10,0,Selasa,Berawan,0.2,0.2121,51.0,0.1642,3,51,54,Weekdays,Ideal
243,2011-01-11,Semi,2011,Jan,11,0,Selasa,Berawan,0.2,0.2121,47.0,0.1343,4,31,35,Weekdays,Ideal
244,2011-01-11,Semi,2011,Jan,12,0,Selasa,Berawan,0.2,0.2273,51.0,0.1045,2,55,57,Weekdays,Ideal
245,2011-01-11,Semi,2011,Jan,13,0,Selasa,Berawan,0.2,0.2273,59.0,0.0896,6,46,52,Weekdays,Ideal
246,2011-01-11,Semi,2011,Jan,14,0,Selasa,Berawan,0.2,0.2273,59.0,0.0896,3,60,63,Weekdays,Ideal
247,2011-01-11,Semi,2011,Jan,15,0,Selasa,Berawan,0.16,0.197,80.0,0.0896,2,45,47,Weekdays,Terlalu lembab
248,2011-01-11,Semi,2011,Jan,16,0,Selasa,Berawan,0.16,0.1515,86.0,0.2239,4,72,76,Weekdays,Terlalu lembab
249,2011-01-11,Semi,2011,Jan,17,0,Selasa,Berawan,0.16,0.1515,86.0,0.2239,6,130,136,Weekdays,Terlalu lembab
250,2011-01-11,Semi,2011,Jan,18,0,Selasa,Hujan/Salju_ringan,0.16,0.1818,93.0,0.1045,1,94,95,Weekdays,Terlalu lembab
251,2011-01-11,Semi,2011,Jan,19,0,Selasa,Hujan/Salju_ringan,0.16,0.2273,93.0,0.0,0,51,51,Weekdays,Terlalu lembab
252,2011-01-11,Semi,2011,Jan,20,0,Selasa,Hujan/Salju_ringan,0.16,0.1515,93.0,0.194,0,32,32,Weekdays,Terlalu lembab
253,2011-01-11,Semi,2011,Jan,21,0,Selasa,Hujan/Salju_ringan,0.16,0.197,86.0,0.0896,0,20,20,Weekdays,Terlalu lembab
254,2011-01-11,Semi,2011,Jan,22,0,Selasa,Hujan/Salju_ringan,0.16,0.1818,93.0,0.1045,1,28,29,Weekdays,Terlalu lembab
255,2011-01-11,Semi,2011,Jan,23,0,Selasa,Hujan/Salju_ringan,0.16,0.197,93.0,0.0896,1,18,19,Weekdays,Terlalu lembab
256,2011-01-12,Semi,2011,Jan,0,0,Rabu,Berawan,0.16,0.197,86.0,0.0896,0,7,7,Weekdays,Terlalu lembab
257,2011-01-12,Semi,2011,Jan,1,0,Rabu,Berawan,0.16,0.1818,86.0,0.1045,0,6,6,Weekdays,Terlalu lembab
258,2011-01-12,Semi,2011,Jan,2,0,Rabu,Cerah,0.14,0.1515,86.0,0.1343,0,1,1,Weekdays,Terlalu lembab
259,2011-01-12,Semi,2011,Jan,5,0,Rabu,Cerah,0.14,0.1515,86.0,0.1642,0,5,5,Weekdays,Terlalu lembab
260,2011-01-12,Semi,2011,Jan,6,0,Rabu,Cerah,0.12,0.1515,93.0,0.1343,0,16,16,Weekdays,Terlalu lembab
261,2011-01-12,Semi,2011,Jan,7,0,Rabu,Cerah,0.14,0.1515,69.0,0.1343,0,54,54,Weekdays,Terlalu lembab
262,2011-01-12,Semi,2011,Jan,8,0,Rabu,Cerah,0.16,0.1667,59.0,0.1642,3,125,128,Weekdays,Ideal
263,2011-01-12,Semi,2011,Jan,9,0,Rabu,Cerah,0.16,0.1364,59.0,0.3284,3,78,81,Weekdays,Ideal
264,2011-01-12,Semi,2011,Jan,10,0,Rabu,Cerah,0.18,0.1818,55.00000000000001,0.2239,0,39,39,Weekdays,Ideal
265,2011-01-12,Semi,2011,Jan,11,0,Rabu,Cerah,0.2,0.1818,51.0,0.3881,3,32,35,Weekdays,Ideal
266,2011-01-12,Semi,2011,Jan,12,0,Rabu,Cerah,0.2,0.1515,47.0,0.5821,3,52,55,Weekdays,Ideal
267,2011-01-12,Semi,2011,Jan,13,0,Rabu,Cerah,0.22,0.197,44.0,0.3582,0,49,49,Weekdays,Terlalu kering
268,2011-01-12,Semi,2011,Jan,14,0,Rabu,Cerah,0.2,0.1818,47.0,0.3284,0,44,44,Weekdays,Ideal
269,2011-01-12,Semi,2011,Jan,15,0,Rabu,Cerah,0.2,0.1667,47.0,0.4179,1,48,49,Weekdays,Ideal
270,2011-01-12,Semi,2011,Jan,16,0,Rabu,Cerah,0.22,0.197,44.0,0.3284,5,63,68,Weekdays,Terlalu kering
271,2011-01-12,Semi,2011,Jan,17,0,Rabu,Cerah,0.2,0.1818,47.0,0.3582,0,139,139,Weekdays,Ideal
272,2011-01-12,Semi,2011,Jan,18,0,Rabu,Cerah,0.2,0.1515,47.0,0.5224,2,135,137,Weekdays,Ideal
273,2011-01-12,Semi,2011,Jan,19,0,Rabu,Cerah,0.18,0.1515,47.0,0.4179,1,82,83,Weekdays,Ideal
274,2011-01-12,Semi,2011,Jan,20,0,Rabu,Cerah,0.16,0.1364,50.0,0.3284,2,54,56,Weekdays,Ideal
275,2011-01-12,Semi,2011,Jan,21,0,Rabu,Cerah,0.16,0.1364,55.00000000000001,0.3284,0,57,57,Weekdays,Ideal
276,2011-01-12,Semi,2011,Jan,22,0,Rabu,Cerah,0.16,0.1212,55.00000000000001,0.4478,1,32,33,Weekdays,Ideal
277,2011-01-12,Semi,2011,Jan,23,0,Rabu,Cerah,0.14,0.1061,59.0,0.4179,1,19,20,Weekdays,Ideal
278,2011-01-13,Semi,2011,Jan,0,0,Kamis,Cerah,0.14,0.1212,59.0,0.2836,1,6,7,Weekdays,Ideal
279,2011-01-13,Semi,2011,Jan,1,0,Kamis,Cerah,0.14,0.1212,50.0,0.2836,0,2,2,Weekdays,Ideal
280,2011-01-13,Semi,2011,Jan,2,0,Kamis,Cerah,0.14,0.1212,50.0,0.3582,0,2,2,Weekdays,Ideal
281,2011-01-13,Semi,2011,Jan,3,0,Kamis,Cerah,0.14,0.1212,50.0,0.3284,0,3,3,Weekdays,Ideal
282,2011-01-13,Semi,2011,Jan,4,0,Kamis,Cerah,0.14,0.1212,50.0,0.2537,0,4,4,Weekdays,Ideal
283,2011-01-13,Semi,2011,Jan,5,0,Kamis,Cerah,0.14,0.1212,50.0,0.2985,0,3,3,Weekdays,Ideal
284,2011-01-13,Semi,2011,Jan,6,0,Kamis,Cerah,0.12,0.1515,54.0,0.1343,0,28,28,Weekdays,Ideal
285,2011-01-13,Semi,2011,Jan,7,0,Kamis,Cerah,0.12,0.1515,54.0,0.1343,0,72,72,Weekdays,Ideal
286,2011-01-13,Semi,2011,Jan,8,0,Kamis,Cerah,0.14,0.1364,50.0,0.194,5,197,202,Weekdays,Ideal
287,2011-01-13,Semi,2011,Jan,9,0,Kamis,Cerah,0.14,0.1212,50.0,0.3284,2,137,139,Weekdays,Ideal
288,2011-01-13,Semi,2011,Jan,10,0,Kamis,Berawan,0.16,0.1364,50.0,0.3582,2,36,38,Weekdays,Ideal
289,2011-01-13,Semi,2011,Jan,11,0,Kamis,Berawan,0.2,0.1667,44.0,0.4478,4,33,37,Weekdays,Terlalu kering
290,2011-01-13,Semi,2011,Jan,12,0,Kamis,Cerah,0.2,0.1667,44.0,0.4179,3,49,52,Weekdays,Terlalu kering
291,2011-01-13,Semi,2011,Jan,13,0,Kamis,Cerah,0.22,0.197,41.0,0.4478,2,81,83,Weekdays,Terlalu kering
292,2011-01-13,Semi,2011,Jan,14,0,Kamis,Cerah,0.22,0.197,41.0,0.3881,3,39,42,Weekdays,Terlalu kering
293,2011-01-13,Semi,2011,Jan,15,0,Kamis,Cerah,0.24,0.2121,38.0,0.2985,5,55,60,Weekdays,Terlalu kering
294,2011-01-13,Semi,2011,Jan,16,0,Kamis,Cerah,0.24,0.2121,38.0,0.3582,2,76,78,Weekdays,Terlalu kering
295,2011-01-13,Semi,2011,Jan,17,0,Kamis,Cerah,0.2,0.1818,40.0,0.2836,4,158,162,Weekdays,Terlalu kering
296,2011-01-13,Semi,2011,Jan,18,0,Kamis,Cerah,0.2,0.1818,40.0,0.3284,3,141,144,Weekdays,Terlalu kering
297,2011-01-13,Semi,2011,Jan,19,0,Kamis,Cerah,0.16,0.1515,47.0,0.2537,1,98,99,Weekdays,Ideal
298,2011-01-13,Semi,2011,Jan,20,0,Kamis,Cerah,0.16,0.1515,47.0,0.2239,0,64,64,Weekdays,Ideal
299,2011-01-13,Semi,2011,Jan,21,0,Kamis,Cerah,0.14,0.1212,46.0,0.2985,0,40,40,Weekdays,Ideal
300,2011-01-13,Semi,2011,Jan,22,0,Kamis,Cerah,0.14,0.1212,46.0,0.3284,0,30,30,Weekdays,Ideal
301,2011-01-13,Semi,2011,Jan,23,0,Kamis,Cerah,0.12,0.1364,50.0,0.194,1,14,15,Weekdays,Ideal
302,2011-01-14,Semi,2011,Jan,0,0,Jumat,Cerah,0.12,0.1364,50.0,0.194,0,14,14,Weekdays,Ideal
303,2011-01-14,Semi,2011,Jan,1,0,Jumat,Cerah,0.1,0.1212,54.0,0.1642,0,5,5,Weekdays,Ideal
304,2011-01-14,Semi,2011,Jan,2,0,Jumat,Cerah,0.1,0.1212,54.0,0.1343,0,1,1,Weekdays,Ideal
305,2011-01-14,Semi,2011,Jan,3,0,Jumat,Cerah,0.1,0.1364,54.0,0.1045,0,1,1,Weekdays,Ideal
306,2011-01-14,Semi,2011,Jan,5,0,Jumat,Cerah,0.1,0.1364,54.0,0.0896,0,8,8,Weekdays,Ideal
307,2011-01-14,Semi,2011,Jan,6,0,Jumat,Cerah,0.1,0.1818,54.0,0.0,0,17,17,Weekdays,Ideal
308,2011-01-14,Semi,2011,Jan,7,0,Jumat,Cerah,0.1,0.1212,74.0,0.1642,0,70,70,Weekdays,Terlalu lembab
309,2011-01-14,Semi,2011,Jan,8,0,Jumat,Cerah,0.12,0.1667,68.0,0.0,2,156,158,Weekdays,Terlalu lembab
310,2011-01-14,Semi,2011,Jan,9,0,Jumat,Cerah,0.14,0.1515,69.0,0.1343,0,117,117,Weekdays,Terlalu lembab
311,2011-01-14,Semi,2011,Jan,10,0,Jumat,Cerah,0.18,0.1818,55.00000000000001,0.194,4,40,44,Weekdays,Ideal
312,2011-01-14,Semi,2011,Jan,11,0,Jumat,Cerah,0.18,0.1667,51.0,0.2836,6,47,53,Weekdays,Ideal
313,2011-01-14,Semi,2011,Jan,12,0,Jumat,Cerah,0.2,0.197,44.0,0.2537,2,59,61,Weekdays,Terlalu kering
314,2011-01-14,Semi,2011,Jan,13,0,Jumat,Cerah,0.22,0.197,37.0,0.3881,4,73,77,Weekdays,Terlalu kering
315,2011-01-14,Semi,2011,Jan,14,0,Jumat,Cerah,0.22,0.2121,41.0,0.2836,5,59,64,Weekdays,Terlalu kering
316,2011-01-14,Semi,2011,Jan,15,0,Jumat,Cerah,0.24,0.2424,38.0,0.1642,9,59,68,Weekdays,Terlalu kering
317,2011-01-14,Semi,2011,Jan,16,0,Jumat,Cerah,0.22,0.2424,41.0,0.1045,3,87,90,Weekdays,Terlalu kering
318,2011-01-14,Semi,2011,Jan,17,0,Jumat,Cerah,0.22,0.2273,41.0,0.1642,4,155,159,Weekdays,Terlalu kering
319,2011-01-14,Semi,2011,Jan,18,0,Jumat,Cerah,0.2,0.2576,47.0,0.0,5,134,139,Weekdays,Ideal
320,2011-01-14,Semi,2011,Jan,19,0,Jumat,Cerah,0.16,0.197,59.0,0.0896,3,89,92,Weekdays,Ideal
321,2011-01-14,Semi,2011,Jan,20,0,Jumat,Cerah,0.18,0.2424,59.0,0.0,0,68,68,Weekdays,Ideal
322,2011-01-14,Semi,2011,Jan,21,0,Jumat,Cerah,0.16,0.2273,69.0,0.0,4,48,52,Weekdays,Terlalu lembab
323,2011-01-14,Semi,2011,Jan,22,0,Jumat,Berawan,0.16,0.2273,69.0,0.0,2,34,36,Weekdays,Terlalu lembab
324,2011-01-14,Semi,2011,Jan,23,0,Jumat,Berawan,0.18,0.2424,55.00000000000001,0.0,1,26,27,Weekdays,Ideal
325,2011-01-15,Semi,2011,Jan,0,0,Sabtu,Cerah,0.18,0.2424,55.00000000000001,0.0,3,25,28,Weekend,Ideal
326,2011-01-15,Semi,2011,Jan,1,0,Sabtu,Berawan,0.16,0.197,59.0,0.0896,2,18,20,Weekend,Ideal
327,2011-01-15,Semi,2011,Jan,2,0,Sabtu,Berawan,0.16,0.197,59.0,0.0896,0,12,12,Weekend,Ideal
328,2011-01-15,Semi,2011,Jan,3,0,Sabtu,Berawan,0.16,0.2273,59.0,0.0,1,7,8,Weekend,Ideal
329,2011-01-15,Semi,2011,Jan,4,0,Sabtu,Berawan,0.16,0.2273,59.0,0.0,0,5,5,Weekend,Ideal
330,2011-01-15,Semi,2011,Jan,5,0,Sabtu,Cerah,0.16,0.2273,59.0,0.0,0,1,1,Weekend,Ideal
331,2011-01-15,Semi,2011,Jan,6,0,Sabtu,Cerah,0.14,0.1667,63.0,0.1045,1,2,3,Weekend,Ideal
332,2011-01-15,Semi,2011,Jan,7,0,Sabtu,Cerah,0.14,0.2121,63.0,0.0,1,9,10,Weekend,Ideal
333,2011-01-15,Semi,2011,Jan,8,0,Sabtu,Cerah,0.14,0.1515,63.0,0.1343,1,22,23,Weekend,Ideal
334,2011-01-15,Semi,2011,Jan,9,0,Sabtu,Cerah,0.16,0.1818,64.0,0.1343,2,31,33,Weekend,Ideal
335,2011-01-15,Semi,2011,Jan,10,0,Sabtu,Cerah,0.18,0.197,59.0,0.1642,2,57,59,Weekend,Ideal
336,2011-01-15,Semi,2011,Jan,11,0,Sabtu,Cerah,0.2,0.197,55.00000000000001,0.2239,18,54,72,Weekend,Ideal
337,2011-01-15,Semi,2011,Jan,12,0,Sabtu,Cerah,0.24,0.2273,48.0,0.2239,15,74,89,Weekend,Ideal
338,2011-01-15,Semi,2011,Jan,13,0,Sabtu,Cerah,0.28,0.2576,38.0,0.2985,21,80,101,Weekend,Terlalu kering
339,2011-01-15,Semi,2011,Jan,14,0,Sabtu,Cerah,0.3,0.2879,39.0,0.2836,26,92,118,Weekend,Terlalu kering
340,2011-01-15,Semi,2011,Jan,15,0,Sabtu,Berawan,0.32,0.3182,36.0,0.194,21,108,129,Weekend,Terlalu kering
341,2011-01-15,Semi,2011,Jan,16,0,Sabtu,Berawan,0.34,0.3333,34.0,0.194,33,95,128,Weekend,Terlalu kering
342,2011-01-15,Semi,2011,Jan,17,0,Sabtu,Berawan,0.32,0.303,36.0,0.2836,29,54,83,Weekend,Terlalu kering
343,2011-01-15,Semi,2011,Jan,18,0,Sabtu,Berawan,0.3,0.2879,45.0,0.2537,15,69,84,Weekend,Ideal
344,2011-01-15,Semi,2011,Jan,19,0,Sabtu,Berawan,0.32,0.303,39.0,0.2537,14,60,74,Weekend,Terlalu kering
345,2011-01-15,Semi,2011,Jan,20,0,Sabtu,Berawan,0.32,0.303,39.0,0.2537,6,35,41,Weekend,Terlalu kering
346,2011-01-15,Semi,2011,Jan,21,0,Sabtu,Berawan,0.32,0.303,39.0,0.2239,6,51,57,Weekend,Terlalu kering
347,2011-01-15,Semi,2011,Jan,22,0,Sabtu,Berawan,0.3,0.3182,42.0,0.1045,0,26,26,Weekend,Terlalu kering
348,2011-01-15,Semi,2011,Jan,23,0,Sabtu,Cerah,0.3,0.2879,45.0,0.2836,5,39,44,Weekend,Ideal
349,2011-01-16,Semi,2011,Jan,0,0,Minggu,Cerah,0.26,0.303,56.00000000000001,0.0,6,33,39,Weekend,Ideal
350,2011-01-16,Semi,2011,Jan,1,0,Minggu,Cerah,0.26,0.2727,56.00000000000001,0.1343,4,19,23,Weekend,Ideal
351,2011-01-16,Semi,2011,Jan,2,0,Minggu,Cerah,0.26,0.2879,56.00000000000001,0.0896,3,13,16,Weekend,Ideal
352,2011-01-16,Semi,2011,Jan,3,0,Minggu,Cerah,0.22,0.2727,69.0,0.0,9,6,15,Weekend,Terlalu lembab
353,2011-01-16,Semi,2011,Jan,4,0,Minggu,Cerah,0.26,0.2576,56.00000000000001,0.1642,0,1,1,Weekend,Ideal
354,2011-01-16,Semi,2011,Jan,5,0,Minggu,Berawan,0.26,0.2576,56.00000000000001,0.1642,1,1,2,Weekend,Ideal
355,2011-01-16,Semi,2011,Jan,6,0,Minggu,Berawan,0.26,0.2576,56.00000000000001,0.1642,0,1,1,Weekend,Ideal
356,2011-01-16,Semi,2011,Jan,7,0,Minggu,Berawan,0.24,0.2121,56.00000000000001,0.2985,0,3,3,Weekend,Ideal
357,2011-01-16,Semi,2011,Jan,8,0,Minggu,Cerah,0.22,0.2121,55.00000000000001,0.2836,0,18,18,Weekend,Ideal
358,2011-01-16,Semi,2011,Jan,9,0,Minggu,Cerah,0.22,0.2121,51.0,0.2537,3,29,32,Weekend,Ideal
359,2011-01-16,Semi,2011,Jan,10,0,Minggu,Cerah,0.22,0.2121,51.0,0.2836,8,71,79,Weekend,Ideal
360,2011-01-16,Semi,2011,Jan,11,0,Minggu,Cerah,0.24,0.2273,44.0,0.2537,23,70,93,Weekend,Terlalu kering
361,2011-01-16,Semi,2011,Jan,12,0,Minggu,Cerah,0.24,0.2121,41.0,0.2836,29,75,104,Weekend,Terlalu kering
362,2011-01-16,Semi,2011,Jan,13,0,Minggu,Cerah,0.26,0.2273,35.0,0.2985,23,95,118,Weekend,Terlalu kering
363,2011-01-16,Semi,2011,Jan,14,0,Minggu,Cerah,0.28,0.2727,36.0,0.2537,22,69,91,Weekend,Terlalu kering
364,2011-01-16,Semi,2011,Jan,15,0,Minggu,Cerah,0.26,0.2424,38.0,0.2537,35,78,113,Weekend,Terlalu kering
365,2011-01-16,Semi,2011,Jan,16,0,Minggu,Cerah,0.24,0.2273,38.0,0.2239,22,77,99,Weekend,Terlalu kering
366,2011-01-16,Semi,2011,Jan,17,0,Minggu,Cerah,0.22,0.2121,37.0,0.2537,23,82,105,Weekend,Terlalu kering
367,2011-01-16,Semi,2011,Jan,18,0,Minggu,Cerah,0.2,0.2121,40.0,0.1642,11,56,67,Weekend,Terlalu kering
368,2011-01-16,Semi,2011,Jan,19,0,Minggu,Cerah,0.18,0.197,47.0,0.1343,14,47,61,Weekend,Ideal
369,2011-01-16,Semi,2011,Jan,20,0,Minggu,Cerah,0.18,0.197,47.0,0.1642,7,50,57,Weekend,Ideal
370,2011-01-16,Semi,2011,Jan,21,0,Minggu,Cerah,0.18,0.197,51.0,0.1642,6,22,28,Weekend,Ideal
371,2011-01-16,Semi,2011,Jan,22,0,Minggu,Berawan,0.2,0.2121,49.0,0.1343,2,19,21,Weekend,Ideal
372,2011-01-16,Semi,2011,Jan,23,0,Minggu,Berawan,0.2,0.2273,40.0,0.1045,0,18,18,Weekend,Terlalu kering
373,2011-01-17,Semi,2011,Jan,0,1,Senin,Berawan,0.2,0.197,47.0,0.2239,1,16,17,Weekdays,Ideal
374,2011-01-17,Semi,2011,Jan,1,1,Senin,Berawan,0.2,0.197,44.0,0.194,1,15,16,Weekdays,Terlalu kering
375,2011-01-17,Semi,2011,Jan,2,1,Senin,Berawan,0.18,0.1667,43.0,0.2537,0,8,8,Weekdays,Terlalu kering
376,2011-01-17,Semi,2011,Jan,3,1,Senin,Berawan,0.18,0.1818,43.0,0.194,0,2,2,Weekdays,Terlalu kering
377,2011-01-17,Semi,2011,Jan,4,1,Senin,Berawan,0.18,0.197,43.0,0.1343,1,2,3,Weekdays,Terlalu kering
378,2011-01-17,Semi,2011,Jan,5,1,Senin,Berawan,0.18,0.197,43.0,0.1642,0,1,1,Weekdays,Terlalu kering
379,2011-01-17,Semi,2011,Jan,6,1,Senin,Berawan,0.18,0.1818,43.0,0.194,0,5,5,Weekdays,Terlalu kering
380,2011-01-17,Semi,2011,Jan,7,1,Senin,Berawan,0.16,0.1818,50.0,0.1343,4,9,13,Weekdays,Ideal
381,2011-01-17,Semi,2011,Jan,8,1,Senin,Berawan,0.16,0.1515,47.0,0.2239,3,30,33,Weekdays,Ideal
382,2011-01-17,Semi,2011,Jan,9,1,Senin,Berawan,0.16,0.1515,47.0,0.2239,8,39,47,Weekdays,Ideal
383,2011-01-17,Semi,2011,Jan,10,1,Senin,Berawan,0.16,0.1515,50.0,0.2537,7,50,57,Weekdays,Ideal
384,2011-01-17,Semi,2011,Jan,11,1,Senin,Berawan,0.16,0.1515,55.00000000000001,0.194,9,55,64,Weekdays,Ideal
385,2011-01-17,Semi,2011,Jan,12,1,Senin,Berawan,0.18,0.197,47.0,0.1343,10,70,80,Weekdays,Ideal
386,2011-01-17,Semi,2011,Jan,13,1,Senin,Berawan,0.18,0.197,47.0,0.1343,13,80,93,Weekdays,Ideal
387,2011-01-17,Semi,2011,Jan,14,1,Senin,Berawan,0.18,0.2121,43.0,0.1045,12,74,86,Weekdays,Terlalu kering
388,2011-01-17,Semi,2011,Jan,15,1,Senin,Berawan,0.2,0.2121,47.0,0.1642,21,72,93,Weekdays,Ideal
389,2011-01-17,Semi,2011,Jan,16,1,Senin,Berawan,0.2,0.2121,47.0,0.1642,6,76,82,Weekdays,Ideal
390,2011-01-17,Semi,2011,Jan,17,1,Senin,Cerah,0.2,0.197,51.0,0.194,4,67,71,Weekdays,Ideal
391,2011-01-17,Semi,2011,Jan,18,1,Senin,Berawan,0.18,0.1667,55.00000000000001,0.2537,7,85,92,Weekdays,Ideal
